date,store_ref,product_ref,quantity_sold
2025-04-01,S5,P8,25
2025-04-01,S5,P9,52
2025-04-01,S5,P10,27
2025-04-02,S1,P1,44
2025-04-02,S1,P2,7
2025-04-02,S1,P3,24
2025-04-02,S1,P4,20
2025-04-02,S1,P5,61
2025-04-02,S1,P6,60
2025-04-02,S1,P7,67
2025-04-02,S1,P8,11
2025-04-02,S1,P9,30
2025-04-02,S1,P10,7
2025-04-02,S2,P1,23
2025-04-02,S2,P2,44
2025-04-02,S2,P3,7
2025-04-02,S2,P4,17
2025-04-02,S2,P5,56
2025-04-02,S2,P6,46
2025-04-02,S2,P7,23
2025-04-02,S2,P8,50
2025-04-02,S2,P9,64
2025-04-02,S2,P10,5
2025-04-02,S3,P1,68
2025-04-02,S3,P2,48
2025-04-02,S3,P3,24
2025-04-02,S3,P4,14
2025-04-02,S3,P5,66
2025-04-02,S3,P6,26
2025-04-02,S3,P7,12
2025-04-02,S3,P8,11
2025-04-02,S3,P9,63
2025-04-02,S3,P10,42
2025-04-02,S4,P1,70
2025-04-02,S4,P2,53
2025-04-02,S4,P3,46
2025-04-02,S4,P4,64
2025-04-02,S4,P5,32
2025-04-02,S4,P6,44
2025-04-02,S4,P7,57
2025-04-02,S4,P8,54
2025-04-02,S4,P9,64
2025-04-02,S4,P10,53
2025-04-02,S5,P1,55
2025-04-02,S5,P2,7
2025-04-02,S5,P3,20
2025-04-02,S5,P4,26
2025-04-02,S5,P5,11
2025-04-02,S5,P6,19
2025-04-02,S5,P7,12
2025-04-02,S5,P8,26
2025-04-02,S5,P9,55
2025-04-02,S5,P10,27
2025-04-03,S1,P1,48
2025-04-03,S1,P2,7
2025-04-03,S1,P3,24
2025-04-03,S1,P4,22
2025-04-03,S1,P5,67
2025-04-03,S1,P6,52
2025-04-03,S1,P7,78
2025-04-03,S1,P8,10
2025-04-03,S1,P9,35
2025-04-03,S1,P10,7
2025-04-03,S2,P1,18
2025-04-03,S2,P2,36
2025-04-03,S2,P3,8
2025-04-03,S2,P4,18
2025-04-03,S2,P5,52
2025-04-03,S2,P6,51
2025-04-03,S2,P7,20
2025-04-03,S2,P8,51
2025-04-03,S2,P9,64
2025-04-03,S2,P10,6
2025-04-03,S3,P1,72
2025-04-03,S3,P2,58
2025-04-03,S3,P3,30
2025-04-03,S3,P4,17
2025-04-03,S3,P5,86
2025-04-03,S3,P6,30
2025-04-03,S3,P7,12
2025-04-03,S3,P8,13
2025-04-03,S3,P9,74
2025-04-03,S3,P10,49
2025-04-03,S4,P1,66
2025-04-03,S4,P2,48
2025-04-03,S4,P3,40
2025-04-03,S4,P4,82
2025-04-03,S4,P5,36
2025-04-03,S4,P6,50
2025-04-03,S4,P7,56
2025-04-03,S4,P8,47
2025-04-03,S4,P9,70
2025-04-03,S4,P10,54
2025-04-03,S5,P1,51
2025-04-03,S5,P2,8
2025-04-03,S5,P3,18
2025-04-03,S5,P4,23
2025-04-03,S5,P5,11
2025-04-03,S5,P6,23
2025-04-03,S5,P7,9
2025-04-03,S5,P8,27
2025-04-03,S5,P9,52
2025-04-03,S5,P10,29
2025-04-04,S1,P1,58
2025-04-04,S1,P2,8
2025-04-04,S1,P3,30
2025-04-04,S1,P4,25
2025-04-04,S1,P5,71
2025-04-04,S1,P6,71
2025-04-04,S1,P7,92
2025-04-04,S1,P8,12
2025-04-04,S1,P9,44
2025-04-04,S1,P10,7
2025-04-04,S2,P1,23
2025-04-04,S2,P2,58
2025-04-04,S2,P3,7
2025-04-04,S2,P4,21
2025-04-04,S2,P5,78
2025-04-04,S2,P6,55
2025-04-04,S2,P7,26
2025-04-04,S2,P8,56
2025-04-04,S2,P9,82
2025-04-04,S2,P10,8
2025-04-04,S3,P1,84
2025-04-04,S3,P2,65
2025-04-04,S3,P3,38
2025-04-04,S3,P4,20
2025-04-04,S3,P5,92
2025-04-04,S3,P6,41
2025-04-04,S3,P7,15
2025-04-04,S3,P8,15
2025-04-04,S3,P9,83
2025-04-04,S3,P10,59
2025-04-04,S4,P1,87
2025-04-04,S4,P2,85
2025-04-04,S4,P3,53
2025-04-04,S4,P4,101
2025-04-04,S4,P5,41
2025-04-04,S4,P6,58
2025-04-04,S4,P7,86
2025-04-04,S4,P8,65
2025-04-04,S4,P9,89
2025-04-04,S4,P10,59
2025-04-04,S5,P1,69
2025-04-04,S5,P2,10
2025-04-04,S5,P3,24
2025-04-04,S5,P4,31
2025-04-04,S5,P5,15
2025-04-04,S5,P6,29
2025-04-04,S5,P7,12
2025-04-04,S5,P8,32
2025-04-04,S5,P9,63
2025-04-04,S5,P10,32
2025-04-05,S1,P1,82
2025-04-05,S1,P2,11
2025-04-05,S1,P3,31
2025-04-05,S1,P4,31
2025-04-05,S1,P5,81
2025-04-05,S1,P6,74
2025-04-05,S1,P7,122
2025-04-05,S1,P8,16
2025-04-05,S1,P9,58
2025-04-05,S1,P10,10
2025-04-05,S2,P1,30
2025-04-05,S2,P2,62
2025-04-05,S2,P3,11
2025-04-05,S2,P4,30
2025-04-05,S2,P5,53
2025-04-05,S2,P6,65
2025-04-05,S2,P7,33
2025-04-05,S2,P8,59
2025-04-05,S2,P9,81
2025-04-05,S2,P10,7
2025-04-05,S3,P1,80
2025-04-05,S3,P2,69
2025-04-05,S3,P3,39
2025-04-05,S3,P4,23
2025-04-05,S3,P5,93
2025-04-05,S3,P6,42
2025-04-05,S3,P7,18
2025-04-05,S3,P8,23
2025-04-05,S3,P9,89
2025-04-05,S3,P10,80
2025-04-05,S4,P1,75
2025-04-05,S4,P2,95
2025-04-05,S4,P3,62
2025-04-05,S4,P4,121
2025-04-05,S4,P5,51
2025-04-05,S4,P6,66
2025-04-05,S4,P7,94
2025-04-05,S4,P8,80
2025-04-05,S4,P9,96
2025-04-05,S4,P10,80
2025-04-05,S5,P1,94
2025-04-05,S5,P2,13
2025-04-05,S5,P3,32
2025-04-05,S5,P4,33
2025-04-05,S5,P5,18
2025-04-05,S5,P6,35
2025-04-05,S5,P7,17
2025-04-05,S5,P8,38
2025-04-05,S5,P9,75
2025-04-05,S5,P10,43
2025-04-06,S1,P1,78
2025-04-06,S1,P2,10
2025-04-06,S1,P3,40
2025-04-06,S1,P4,34
2025-04-06,S1,P5,90
2025-04-06,S1,P6,82
2025-04-06,S1,P7,116
2025-04-06,S1,P8,16
2025-04-06,S1,P9,57
2025-04-06,S1,P10,9
2025-04-06,S2,P1,33
2025-04-06,S2,P2,71
2025-04-06,S2,P3,9
2025-04-06,S2,P4,33
2025-04-06,S2,P5,89
2025-04-06,S2,P6,76
2025-04-06,S2,P7,33
2025-04-06,S2,P8,82
2025-04-06,S2,P9,111
2025-04-06,S2,P10,9
2025-04-06,S3,P1,112
2025-04-06,S3,P2,91
2025-04-06,S3,P3,44
2025-04-06,S3,P4,24
2025-04-06,S3,P5,126
2025-04-06,S3,P6,50
2025-04-06,S3,P7,17
2025-04-06,S3,P8,18
2025-04-06,S3,P9,102
2025-04-06,S3,P10,84
2025-04-06,S4,P1,86
2025-04-06,S4,P2,104
2025-04-06,S4,P3,71
2025-04-06,S4,P4,100
2025-04-06,S4,P5,46
2025-04-06,S4,P6,68
2025-04-06,S4,P7,99
2025-04-06,S4,P8,78
2025-04-06,S4,P9,108
2025-04-06,S4,P10,68
2025-04-06,S5,P1,103
2025-04-06,S5,P2,13
2025-04-06,S5,P3,32
2025-04-06,S5,P4,45
2025-04-06,S5,P5,15
2025-04-06,S5,P6,38
2025-04-06,S5,P7,17
2025-04-06,S5,P8,46
2025-04-06,S5,P9,68
2025-04-06,S5,P10,46
2025-04-07,S1,P1,47
2025-04-07,S1,P2,7
2025-04-07,S1,P3,24
2025-04-07,S1,P4,24
2025-04-07,S1,P5,56
2025-04-07,S1,P6,50
2025-04-07,S1,P7,76
2025-04-07,S1,P8,12
2025-04-07,S1,P9,30
2025-04-07,S1,P10,8
2025-04-07,S2,P1,22
2025-04-07,S2,P2,35
2025-04-07,S2,P3,7
2025-04-07,S2,P4,18
2025-04-07,S2,P5,43
2025-04-07,S2,P6,46
2025-04-07,S2,P7,22
2025-04-07,S2,P8,47
2025-04-07,S2,P9,57
2025-04-07,S2,P10,6
2025-04-07,S3,P1,61
2025-04-07,S3,P2,55
2025-04-07,S3,P3,27
2025-04-07,S3,P4,13
2025-04-07,S3,P5,74
2025-04-07,S3,P6,30
2025-04-07,S3,P7,11
2025-04-07,S3,P8,12
2025-04-07,S3,P9,75
2025-04-07,S3,P10,45
2025-04-07,S4,P1,49
2025-04-07,S4,P2,60
2025-04-07,S4,P3,40
2025-04-07,S4,P4,65
2025-04-07,S4,P5,27
2025-04-07,S4,P6,47
2025-04-07,S4,P7,58
2025-04-07,S4,P8,44
2025-04-07,S4,P9,68
2025-04-07,S4,P10,46
2025-04-07,S5,P1,53
2025-04-07,S5,P2,7
2025-04-07,S5,P3,17
2025-04-07,S5,P4,29
2025-04-07,S5,P5,8
2025-04-07,S5,P6,21
2025-04-07,S5,P7,10
2025-04-07,S5,P8,23
2025-04-07,S5,P9,47
2025-04-07,S5,P10,31
2025-04-08,S1,P1,48
2025-04-08,S1,P2,4
2025-04-08,S1,P3,26
2025-04-08,S1,P4,20
2025-04-08,S1,P5,49
2025-04-08,S1,P6,49
2025-04-08,S1,P7,60
2025-04-08,S1,P8,7
2025-04-08,S1,P9,38
2025-04-08,S1,P10,7
2025-04-08,S2,P1,20
2025-04-08,S2,P2,43
2025-04-08,S2,P3,7
2025-04-08,S2,P4,17
2025-04-08,S2,P5,48
2025-04-08,S2,P6,40
2025-04-08,S2,P7,20
2025-04-08,S2,P8,40
2025-04-08,S2,P9,65
2025-04-08,S2,P10,5
2025-04-08,S3,P1,58
2025-04-08,S3,P2,55
2025-04-08,S3,P3,28
2025-04-08,S3,P4,14
2025-04-08,S3,P5,67
2025-04-08,S3,P6,21
2025-04-08,S3,P7,12
2025-04-08,S3,P8,11
2025-04-08,S3,P9,63
2025-04-08,S3,P10,53
2025-04-08,S4,P1,55
2025-04-08,S4,P2,54
2025-04-08,S4,P3,37
2025-04-08,S4,P4,78
2025-04-08,S4,P5,26
2025-04-08,S4,P6,46
2025-04-08,S4,P7,68
2025-04-08,S4,P8,48
2025-04-08,S4,P9,71
2025-04-08,S4,P10,42
2025-04-08,S5,P1,49
2025-04-08,S5,P2,8
2025-04-08,S5,P3,18
2025-04-08,S5,P4,24
2025-04-08,S5,P5,11
2025-04-08,S5,P6,22
2025-04-08,S5,P7,11
2025-04-08,S5,P8,20
2025-04-08,S5,P9,50
2025-04-08,S5,P10,27
2025-04-09,S1,P1,51
2025-04-09,S1,P2,5
2025-04-09,S1,P3,28
2025-04-09,S1,P4,22
2025-04-09,S1,P5,53
2025-04-09,S1,P6,55
2025-04-09,S1,P7,62
2025-04-09,S1,P8,12
2025-04-09,S1,P9,34
2025-04-09,S1,P10,7
2025-04-09,S2,P1,22
2025-04-09,S2,P2,49
2025-04-09,S2,P3,8
2025-04-09,S2,P4,22
2025-04-09,S2,P5,56
2025-04-09,S2,P6,49
2025-04-09,S2,P7,17
2025-04-09,S2,P8,49
2025-04-09,S2,P9,55
2025-04-09,S2,P10,5
2025-04-09,S3,P1,72
2025-04-09,S3,P2,53
2025-04-09,S3,P3,25
2025-04-09,S3,P4,14
2025-04-09,S3,P5,80
2025-04-09,S3,P6,30
2025-04-09,S3,P7,12
2025-04-09,S3,P8,10
2025-04-09,S3,P9,66
2025-04-09,S3,P10,52
2025-04-09,S4,P1,56
2025-04-09,S4,P2,50
2025-04-09,S4,P3,42
2025-04-09,S4,P4,74
2025-04-09,S4,P5,35
2025-04-09,S4,P6,40
2025-04-09,S4,P7,61
2025-04-09,S4,P8,51
2025-04-09,S4,P9,73
2025-04-09,S4,P10,48
2025-04-09,S5,P1,53
2025-04-09,S5,P2,7
2025-04-09,S5,P3,25
2025-04-09,S5,P4,27
2025-04-09,S5,P5,10
2025-04-09,S5,P6,20
2025-04-09,S5,P7,12
2025-04-09,S5,P8,25
2025-04-09,S5,P9,47
2025-04-09,S5,P10,35
2025-04-10,S1,P1,61
2025-04-10,S1,P2,7
2025-04-10,S1,P3,26
2025-04-10,S1,P4,20
2025-04-10,S1,P5,59
2025-04-10,S1,P6,50
2025-04-10,S1,P7,79
2025-04-10,S1,P8,13
2025-04-10,S1,P9,38
2025-04-10,S1,P10,9
2025-04-10,S2,P1,22
2025-04-10,S2,P2,43
2025-04-10,S2,P3,8
2025-04-10,S2,P4,17
2025-04-10,S2,P5,56
2025-04-10,S2,P6,39
2025-04-10,S2,P7,18
2025-04-10,S2,P8,49
2025-04-10,S2,P9,60
2025-04-10,S2,P10,6
2025-04-10,S3,P1,63
2025-04-10,S3,P2,70
2025-04-10,S3,P3,32
2025-04-10,S3,P4,15
2025-04-10,S3,P5,80
2025-04-10,S3,P6,33
2025-04-10,S3,P7,15
2025-04-10,S3,P8,11
2025-04-10,S3,P9,69
2025-04-10,S3,P10,56
2025-04-10,S4,P1,68
2025-04-10,S4,P2,57
2025-04-10,S4,P3,41
2025-04-10,S4,P4,77
2025-04-10,S4,P5,38
2025-04-10,S4,P6,49
2025-04-10,S4,P7,70
2025-04-10,S4,P8,60
2025-04-10,S4,P9,69
2025-04-10,S4,P10,48
2025-04-10,S5,P1,54
2025-04-10,S5,P2,7
2025-04-10,S5,P3,23
2025-04-10,S5,P4,23
2025-04-10,S5,P5,11
2025-04-10,S5,P6,26
2025-04-10,S5,P7,14
2025-04-10,S5,P8,28
2025-04-10,S5,P9,45
2025-04-10,S5,P10,33
2025-04-11,S1,P1,72
2025-04-11,S1,P2,7
2025-04-11,S1,P3,33
2025-04-11,S1,P4,23
2025-04-11,S1,P5,65
2025-04-11,S1,P6,72
2025-04-11,S1,P7,83
2025-04-11,S1,P8,14
2025-04-11,S1,P9,50
2025-04-11,S1,P10,8
2025-04-11,S2,P1,34
2025-04-11,S2,P2,59
2025-04-11,S2,P3,8
2025-04-11,S2,P4,27
2025-04-11,S2,P5,71
2025-04-11,S2,P6,61
2025-04-11,S2,P7,26
2025-04-11,S2,P8,67
2025-04-11,S2,P9,85
2025-04-11,S2,P10,7
2025-04-11,S3,P1,83
2025-04-11,S3,P2,71
2025-04-11,S3,P3,37
2025-04-11,S3,P4,18
2025-04-11,S3,P5,94
2025-04-11,S3,P6,33
2025-04-11,S3,P7,15
2025-04-11,S3,P8,16
2025-04-11,S3,P9,97
2025-04-11,S3,P10,55
2025-04-11,S4,P1,74
2025-04-11,S4,P2,65
2025-04-11,S4,P3,57
2025-04-11,S4,P4,101
2025-04-11,S4,P5,39
2025-04-11,S4,P6,56
2025-04-11,S4,P7,106
2025-04-11,S4,P8,60
2025-04-11,S4,P9,80
2025-04-11,S4,P10,53
2025-04-11,S5,P1,61
2025-04-11,S5,P2,12
2025-04-11,S5,P3,30
2025-04-11,S5,P4,31
2025-04-11,S5,P5,15
2025-04-11,S5,P6,27
2025-04-11,S5,P7,15
2025-04-11,S5,P8,32
2025-04-11,S5,P9,52
2025-04-11,S5,P10,35
2025-04-12,S1,P1,81
2025-04-12,S1,P2,11
2025-04-12,S1,P3,39
2025-04-12,S1,P4,32
2025-04-12,S1,P5,92
2025-04-12,S1,P6,101
2025-04-12,S1,P7,124
2025-04-12,S1,P8,17
2025-04-12,S1,P9,50
2025-04-12,S1,P10,12
2025-04-12,S2,P1,37
2025-04-12,S2,P2,73
2025-04-12,S2,P3,9
2025-04-12,S2,P4,30
2025-04-12,S2,P5,75
2025-04-12,S2,P6,61
2025-04-12,S2,P7,33
2025-04-12,S2,P8,65
2025-04-12,S2,P9,97
2025-04-12,S2,P10,8
2025-04-12,S3,P1,105
2025-04-12,S3,P2,89
2025-04-12,S3,P3,40
2025-04-12,S3,P4,28
2025-04-12,S3,P5,108
2025-04-12,S3,P6,55
2025-04-12,S3,P7,18
2025-04-12,S3,P8,21
2025-04-12,S3,P9,116
2025-04-12,S3,P10,70
2025-04-12,S4,P1,95
2025-04-12,S4,P2,86
2025-04-12,S4,P3,65
2025-04-12,S4,P4,116
2025-04-12,S4,P5,45
2025-04-12,S4,P6,70
2025-04-12,S4,P7,100
2025-04-12,S4,P8,62
2025-04-12,S4,P9,100
2025-04-12,S4,P10,68
2025-04-12,S5,P1,80
2025-04-12,S5,P2,15
2025-04-12,S5,P3,28
2025-04-12,S5,P4,36
2025-04-12,S5,P5,17
2025-04-12,S5,P6,33
2025-04-12,S5,P7,20
2025-04-12,S5,P8,45
2025-04-12,S5,P9,94
2025-04-12,S5,P10,49
2025-04-13,S1,P1,78
2025-04-13,S1,P2,11
2025-04-13,S1,P3,35
2025-04-13,S1,P4,38
2025-04-13,S1,P5,115
2025-04-13,S1,P6,79
2025-04-13,S1,P7,101
2025-04-13,S1,P8,17
2025-04-13,S1,P9,58
2025-04-13,S1,P10,11
2025-04-13,S2,P1,32
2025-04-13,S2,P2,60
2025-04-13,S2,P3,12
2025-04-13,S2,P4,30
2025-04-13,S2,P5,80
2025-04-13,S2,P6,73
2025-04-13,S2,P7,38
2025-04-13,S2,P8,77
2025-04-13,S2,P9,109
2025-04-13,S2,P10,8
2025-04-13,S3,P1,105
2025-04-13,S3,P2,91
2025-04-13,S3,P3,55
2025-04-13,S3,P4,19
2025-04-13,S3,P5,121
2025-04-13,S3,P6,51
2025-04-13,S3,P7,19
2025-04-13,S3,P8,17
2025-04-13,S3,P9,118
2025-04-13,S3,P10,84
2025-04-13,S4,P1,114
2025-04-13,S4,P2,87
2025-04-13,S4,P3,71
2025-04-13,S4,P4,107
2025-04-13,S4,P5,51
2025-04-13,S4,P6,72
2025-04-13,S4,P7,107
2025-04-13,S4,P8,66
2025-04-13,S4,P9,96
2025-04-13,S4,P10,79
2025-04-13,S5,P1,88
2025-04-13,S5,P2,14
2025-04-13,S5,P3,30
2025-04-13,S5,P4,40
2025-04-13,S5,P5,16
2025-04-13,S5,P6,33
2025-04-13,S5,P7,17
2025-04-13,S5,P8,36
2025-04-13,S5,P9,72
2025-04-13,S5,P10,49
2025-04-14,S1,P1,44
2025-04-14,S1,P2,6
2025-04-14,S1,P3,23
2025-04-14,S1,P4,20
2025-04-14,S1,P5,48
2025-04-14,S1,P6,51
2025-04-14,S1,P7,60
2025-04-14,S1,P8,9
2025-04-14,S1,P9,35
2025-04-14,S1,P10,7
2025-04-14,S2,P1,21
2025-04-14,S2,P2,36
2025-04-14,S2,P3,6
2025-04-14,S2,P4,22
2025-04-14,S2,P5,41
2025-04-14,S2,P6,39
2025-04-14,S2,P7,23
2025-04-14,S2,P8,47
2025-04-14,S2,P9,72
2025-04-14,S2,P10,6
2025-04-14,S3,P1,70
2025-04-14,S3,P2,62
2025-04-14,S3,P3,29
2025-04-14,S3,P4,14
2025-04-14,S3,P5,78
2025-04-14,S3,P6,25
2025-04-14,S3,P7,9
2025-04-14,S3,P8,11
2025-04-14,S3,P9,65
2025-04-14,S3,P10,48
2025-04-14,S4,P1,70
2025-04-14,S4,P2,55
2025-04-14,S4,P3,53
2025-04-14,S4,P4,74
2025-04-14,S4,P5,34
2025-04-14,S4,P6,41
2025-04-14,S4,P7,65
2025-04-14,S4,P8,50
2025-04-14,S4,P9,60
2025-04-14,S4,P10,47
2025-04-14,S5,P1,49
2025-04-14,S5,P2,10
2025-04-14,S5,P3,19
2025-04-14,S5,P4,26
2025-04-14,S5,P5,10
2025-04-14,S5,P6,18
2025-04-14,S5,P7,13
2025-04-14,S5,P8,26
2025-04-14,S5,P9,43
2025-04-14,S5,P10,27
2025-04-15,S1,P1,54
2025-04-15,S1,P2,7
2025-04-15,S1,P3,25
2025-04-15,S1,P4,18
2025-04-15,S1,P5,54
2025-04-15,S1,P6,58
2025-04-15,S1,P7,53
2025-04-15,S1,P8,9
2025-04-15,S1,P9,32
2025-04-15,S1,P10,7
2025-04-15,S2,P1,23
2025-04-15,S2,P2,46
2025-04-15,S2,P3,6
2025-04-15,S2,P4,20
2025-04-15,S2,P5,41
2025-04-15,S2,P6,44
2025-04-15,S2,P7,23
2025-04-15,S2,P8,38
2025-04-15,S2,P9,59
2025-04-15,S2,P10,6
2025-04-15,S3,P1,59
2025-04-15,S3,P2,55
2025-04-15,S3,P3,29
2025-04-15,S3,P4,14
2025-04-15,S3,P5,68
2025-04-15,S3,P6,31
2025-04-15,S3,P7,11
2025-04-15,S3,P8,10
2025-04-15,S3,P9,63
2025-04-15,S3,P10,44
2025-04-15,S4,P1,62
2025-04-15,S4,P2,52
2025-04-15,S4,P3,44
2025-04-15,S4,P4,66
2025-04-15,S4,P5,33
2025-04-15,S4,P6,37
2025-04-15,S4,P7,71
2025-04-15,S4,P8,48
2025-04-15,S4,P9,70
2025-04-15,S4,P10,46
2025-04-15,S5,P1,63
2025-04-15,S5,P2,7
2025-04-15,S5,P3,16
2025-04-15,S5,P4,28
2025-04-15,S5,P5,9
2025-04-15,S5,P6,21
2025-04-15,S5,P7,13
2025-04-15,S5,P8,27
2025-04-15,S5,P9,45
2025-04-15,S5,P10,30
2025-04-16,S1,P1,55
2025-04-16,S1,P2,7
2025-04-16,S1,P3,23
2025-04-16,S1,P4,24
2025-04-16,S1,P5,59
2025-04-16,S1,P6,54
2025-04-16,S1,P7,77
2025-04-16,S1,P8,12
2025-04-16,S1,P9,42
2025-04-16,S1,P10,7
2025-04-16,S2,P1,22
2025-04-16,S2,P2,47
2025-04-16,S2,P3,7
2025-04-16,S2,P4,18
2025-04-16,S2,P5,56
2025-04-16,S2,P6,48
2025-04-16,S2,P7,17
2025-04-16,S2,P8,55
2025-04-16,S2,P9,74
2025-04-16,S2,P10,5
2025-04-16,S3,P1,58
2025-04-16,S3,P2,60
2025-04-16,S3,P3,32
2025-04-16,S3,P4,17
2025-04-16,S3,P5,64
2025-04-16,S3,P6,28
2025-04-16,S3,P7,12
2025-04-16,S3,P8,12
2025-04-16,S3,P9,50
2025-04-16,S3,P10,43
2025-04-16,S4,P1,54
2025-04-16,S4,P2,51
2025-04-16,S4,P3,45
2025-04-16,S4,P4,73
2025-04-16,S4,P5,33
2025-04-16,S4,P6,43
2025-04-16,S4,P7,66
2025-04-16,S4,P8,52
2025-04-16,S4,P9,76
2025-04-16,S4,P10,42
2025-04-16,S5,P1,58
2025-04-16,S5,P2,10
2025-04-16,S5,P3,22
2025-04-16,S5,P4,25
2025-04-16,S5,P5,10
2025-04-16,S5,P6,21
2025-04-16,S5,P7,13
2025-04-16,S5,P8,25
2025-04-16,S5,P9,47
2025-04-16,S5,P10,33
2025-04-17,S1,P1,68
2025-04-17,S1,P2,7
2025-04-17,S1,P3,26
2025-04-17,S1,P4,26
2025-04-17,S1,P5,64
2025-04-17,S1,P6,57
2025-04-17,S1,P7,61
2025-04-17,S1,P8,12
2025-04-17,S1,P9,35
2025-04-17,S1,P10,7
2025-04-17,S2,P1,21
2025-04-17,S2,P2,52
2025-04-17,S2,P3,8
2025-04-17,S2,P4,22
2025-04-17,S2,P5,48
2025-04-17,S2,P6,48
2025-04-17,S2,P7,18
2025-04-17,S2,P8,46
2025-04-17,S2,P9,64
2025-04-17,S2,P10,6
2025-04-17,S3,P1,66
2025-04-17,S3,P2,74
2025-04-17,S3,P3,32
2025-04-17,S3,P4,15
2025-04-17,S3,P5,77
2025-04-17,S3,P6,23
2025-04-17,S3,P7,13
2025-04-17,S3,P8,11
2025-04-17,S3,P9,75
2025-04-17,S3,P10,56
2025-04-17,S4,P1,71
2025-04-17,S4,P2,51
2025-04-17,S4,P3,55
2025-04-17,S4,P4,89
2025-04-17,S4,P5,34
2025-04-17,S4,P6,46
2025-04-17,S4,P7,69
2025-04-17,S4,P8,54
2025-04-17,S4,P9,66
2025-04-17,S4,P10,55
2025-04-17,S5,P1,56
2025-04-17,S5,P2,8
2025-04-17,S5,P3,24
2025-04-17,S5,P4,30
2025-04-17,S5,P5,10
2025-04-17,S5,P6,29
2025-04-17,S5,P7,13
2025-04-17,S5,P8,22
2025-04-17,S5,P9,48
2025-04-17,S5,P10,35
2025-04-18,S1,P1,70
2025-04-18,S1,P2,8
2025-04-18,S1,P3,33
2025-04-18,S1,P4,26
2025-04-18,S1,P5,68
2025-04-18,S1,P6,68
2025-04-18,S1,P7,88
2025-04-18,S1,P8,16
2025-04-18,S1,P9,50
2025-04-18,S1,P10,9
2025-04-18,S2,P1,28
2025-04-18,S2,P2,60
2025-04-18,S2,P3,12
2025-04-18,S2,P4,24
2025-04-18,S2,P5,79
2025-04-18,S2,P6,49
2025-04-18,S2,P7,23
2025-04-18,S2,P8,61
2025-04-18,S2,P9,89
2025-04-18,S2,P10,7
2025-04-18,S3,P1,84
2025-04-18,S3,P2,87
2025-04-18,S3,P3,40
2025-04-18,S3,P4,18
2025-04-18,S3,P5,101
2025-04-18,S3,P6,35
2025-04-18,S3,P7,15
2025-04-18,S3,P8,16
2025-04-18,S3,P9,81
2025-04-18,S3,P10,69
2025-04-18,S4,P1,75
2025-04-18,S4,P2,76
2025-04-18,S4,P3,61
2025-04-18,S4,P4,100
2025-04-18,S4,P5,39
2025-04-18,S4,P6,54
2025-04-18,S4,P7,78
2025-04-18,S4,P8,69
2025-04-18,S4,P9,88
2025-04-18,S4,P10,64
2025-04-18,S5,P1,76
2025-04-18,S5,P2,9
2025-04-18,S5,P3,25
2025-04-18,S5,P4,33
2025-04-18,S5,P5,14
2025-04-18,S5,P6,27
2025-04-18,S5,P7,13
2025-04-18,S5,P8,32
2025-04-18,S5,P9,64
2025-04-18,S5,P10,34
2025-04-19,S1,P1,67
2025-04-19,S1,P2,9
2025-04-19,S1,P3,40
2025-04-19,S1,P4,34
2025-04-19,S1,P5,104
2025-04-19,S1,P6,93
2025-04-19,S1,P7,114
2025-04-19,S1,P8,17
2025-04-19,S1,P9,57
2025-04-19,S1,P10,11
2025-04-19,S2,P1,31
2025-04-19,S2,P2,70
2025-04-19,S2,P3,12
2025-04-19,S2,P4,29
2025-04-19,S2,P5,94
2025-04-19,S2,P6,73
2025-04-19,S2,P7,33
2025-04-19,S2,P8,76
2025-04-19,S2,P9,98
2025-04-19,S2,P10,8
2025-04-19,S3,P1,101
2025-04-19,S3,P2,103
2025-04-19,S3,P3,53
2025-04-19,S3,P4,24
2025-04-19,S3,P5,123
2025-04-19,S3,P6,47
2025-04-19,S3,P7,19
2025-04-19,S3,P8,19
2025-04-19,S3,P9,112
2025-04-19,S3,P10,83
2025-04-19,S4,P1,93
2025-04-19,S4,P2,106
2025-04-19,S4,P3,56
2025-04-19,S4,P4,109
2025-04-19,S4,P5,54
2025-04-19,S4,P6,72
2025-04-19,S4,P7,86
2025-04-19,S4,P8,85
2025-04-19,S4,P9,110
2025-04-19,S4,P10,72
2025-04-19,S5,P1,93
2025-04-19,S5,P2,13
2025-04-19,S5,P3,33
2025-04-19,S5,P4,38
2025-04-19,S5,P5,20
2025-04-19,S5,P6,28
2025-04-19,S5,P7,17
2025-04-19,S5,P8,34
2025-04-19,S5,P9,79
2025-04-19,S5,P10,56
2025-04-20,S1,P1,82
2025-04-20,S1,P2,11
2025-04-20,S1,P3,38
2025-04-20,S1,P4,43
2025-04-20,S1,P5,79
2025-04-20,S1,P6,89
2025-04-20,S1,P7,107
2025-04-20,S1,P8,15
2025-04-20,S1,P9,51
2025-04-20,S1,P10,12
2025-04-20,S2,P1,39
2025-04-20,S2,P2,63
2025-04-20,S2,P3,10
2025-04-20,S2,P4,30
2025-04-20,S2,P5,91
2025-04-20,S2,P6,73
2025-04-20,S2,P7,34
2025-04-20,S2,P8,75
2025-04-20,S2,P9,114
2025-04-20,S2,P10,9
2025-04-20,S3,P1,117
2025-04-20,S3,P2,87
2025-04-20,S3,P3,56
2025-04-20,S3,P4,25
2025-04-20,S3,P5,140
2025-04-20,S3,P6,48
2025-04-20,S3,P7,19
2025-04-20,S3,P8,19
2025-04-20,S3,P9,93
